# QUALITY=CLEAN | XAG ~ const+log_xau | Kalman TVP δ=0.999 | IC4w=0.0263 IC8w=0.0703 hit8w=0.5051 | var_ratio=0.244 HL=54.5w | cot_as_of=20260915 | generated by metals_fairvalue_g8.py v3
DATE,PX,FAIR,RESID,MDP_Z,MDP_ADJ,RISK_W,COT_MULT,SIGNAL,B_CONST,B_LOG_XAU
20110920,40.081,31.9501,0.226726,1.0878,0.0153,0.6145,1.0,0.6685,-3.553197,0.935895
20110927,31.497,29.3929,0.06914,0.391,0.0055,0.6156,1.0,0.2407,-3.555501,0.936243
20111004,29.795,28.8018,0.033902,0.235,0.0033,0.6164,1.0,0.1448,-3.556658,0.936418
20111011,31.963,29.5568,0.078266,0.4292,0.006,0.6171,1.0,0.2649,-3.559599,0.936862
20111018,31.801,29.4337,0.077359,0.4235,0.006,0.6181,1.0,0.2617,-3.562643,0.937322
20111025,33.034,30.244,0.08824,0.4699,0.0066,0.6191,1.0,0.2909,-3.566448,0.937897
20111101,32.722,30.4485,0.072012,0.396,0.0056,0.6203,1.0,0.2456,-3.569741,0.938394
20111108,35.137,31.9188,0.09606,0.5014,0.0071,0.6215,1.0,0.3116,-3.574671,0.939138
20111115,34.448,31.6607,0.084373,0.4472,0.0063,0.6231,1.0,0.2787,-3.579153,0.939814
20111122,32.948,30.3489,0.082172,0.4356,0.0061,0.6248,1.0,0.2721,-3.583469,0.940466
20111129,31.853,30.5529,0.041673,0.2524,0.0036,0.6263,1.0,0.1581,-3.585786,0.940815
20111206,32.672,30.8049,0.058844,0.3287,0.0046,0.6279,1.0,0.2064,-3.589275,0.941342
20111213,31.195,29.6754,0.04994,0.2874,0.004,0.6297,1.0,0.181,-3.592227,0.941788
20111220,29.496,28.9391,0.01906,0.1468,0.0021,0.6314,1.0,0.0927,-3.593369,0.94196
20111227,28.697,28.5817,0.004025,0.0781,0.0011,0.6331,1.0,0.0494,-3.593619,0.941998
20120103,29.533,28.6754,0.029468,0.1936,0.0027,0.6347,1.0,0.1229,-3.595562,0.942292
20120110,29.783,29.2103,0.019415,0.1471,0.0021,0.6366,1.0,0.0936,-3.596951,0.942502
20120117,30.106,29.6235,0.016157,0.1317,0.0019,0.6386,1.0,0.0841,-3.598196,0.94269
20120124,31.931,29.7797,0.069749,0.3774,0.0053,0.6409,1.0,0.2419,-3.603901,0.943551
20120131,33.233,31.0422,0.068197,0.3689,0.0052,0.6434,1.0,0.2373,-3.610068,0.944482
20120207,34.165,31.2115,0.090415,0.4702,0.0066,0.6464,1.0,0.3039,-3.618641,0.945776
20120214,33.326,30.7291,0.081129,0.4254,0.006,0.6496,1.0,0.2764,-3.626406,0.946948
20120221,34.413,31.4577,0.089792,0.4641,0.0065,0.6528,1.0,0.3029,-3.635584,0.948333
20120228,37.14,32.0025,0.14888,0.7371,0.0104,0.6563,1.0,0.4838,-3.651599,0.95075
20120306,32.741,30.0936,0.084317,0.4331,0.0061,0.6601,1.0,0.2859,-3.659857,0.951997
20120313,33.544,30.5061,0.094932,0.4811,0.0068,0.6632,1.0,0.3191,-3.669634,0.953473
20120320,31.805,29.734,0.067331,0.3502,0.0049,0.6667,1.0,0.2334,-3.676481,0.954507
20120327,32.601,30.4151,0.069404,0.3587,0.0051,0.6699,1.0,0.2403,-3.684044,0.955649
20120403,33.25,30.1875,0.096626,0.4856,0.0068,0.6735,1.0,0.327,-3.694817,0.957277
20120410,31.67,30.0449,0.052678,0.2767,0.0039,0.6772,1.0,0.1873,-3.70076,0.958174
20120417,31.665,29.9065,0.057135,0.2969,0.0042,0.6809,1.0,0.2021,-3.707417,0.95918
20120424,30.74,29.8033,0.030947,0.1718,0.0024,0.6847,1.0,0.1176,-3.711136,0.959742
20120501,30.877,30.142,0.024091,0.1387,0.002,0.6886,1.0,0.0955,-3.714212,0.960206
20120508,29.414,29.1471,0.009115,0.067,0.0009,0.6929,1.0,0.0464,-3.715369,0.960381
20120515,28.054,28.3267,-0.009674,-0.023,-0.0003,0.6969,1.0,-0.016,-3.714139,0.960195
20120522,28.165,28.6634,-0.01754,-0.0607,-0.0009,0.7008,1.0,-0.0425,-3.711754,0.959835
20120529,27.767,28.1721,-0.014485,-0.0458,-0.0006,0.7051,1.0,-0.0323,-3.70975,0.959531
20120605,28.39,29.3271,-0.032477,-0.1324,-0.0019,0.7093,1.0,-0.0939,-3.704737,0.958774
20120612,28.943,29.2666,-0.011117,-0.0288,-0.0004,0.7144,1.0,-0.0206,-3.702957,0.958505
20120619,28.362,29.4257,-0.036818,-0.1533,-0.0022,0.7197,1.0,-0.1103,-3.696753,0.957567
20120626,27.037,28.5672,-0.055054,-0.2414,-0.0034,0.7255,1.0,-0.1752,-3.687573,0.956179
20120703,28.243,29.357,-0.038687,-0.161,-0.0023,0.7309,1.0,-0.1177,-3.680658,0.955134
20120710,26.851,28.6071,-0.063353,-0.281,-0.004,0.737,1.0,-0.2071,-3.669419,0.953435
20120717,27.292,28.7397,-0.051684,-0.2231,-0.0031,0.7429,1.0,-0.1657,-3.660015,0.952014
20120724,26.79,28.4834,-0.061294,-0.2696,-0.0038,0.749,1.0,-0.202,-3.648746,0.95031
20120731,27.895,29.0386,-0.040177,-0.1649,-0.0023,0.7551,1.0,-0.1245,-3.640999,0.949139
20120807,28.075,28.9988,-0.032375,-0.126,-0.0018,0.7619,1.0,-0.096,-3.634586,0.94817
20120814,27.756,28.8014,-0.036973,-0.1484,-0.0021,0.7688,1.0,-0.1141,-3.627107,0.947039
20120821,29.421,29.4663,-0.001538,0.0278,0.0004,0.7759,1.0,0.0216,-3.626775,0.946989
20120828,30.869,29.9175,0.031308,0.1911,0.0027,0.7838,1.0,0.1497,-3.633943,0.948071
20120904,32.348,30.3928,0.062345,0.3453,0.0049,0.7925,1.0,0.2736,-3.64891,0.95033
20120911,33.509,31.1129,0.074191,0.4035,0.0057,0.8019,1.0,0.3235,-3.66721,0.953091
20120918,34.644,31.8119,0.085284,0.4578,0.0064,0.812,1.0,0.3717,-3.688385,0.956283
20120925,33.886,31.8185,0.062954,0.3443,0.0049,0.8226,1.0,0.2832,-3.703369,0.958542
20121002,34.604,32.0333,0.077192,0.415,0.0058,0.8327,1.0,0.3455,-3.721744,0.961313
20121009,33.951,31.9397,0.061069,0.3325,0.0047,0.843,1.0,0.2803,-3.735799,0.963432
20121016,32.922,31.6767,0.038558,0.2178,0.0031,0.8529,1.0,0.1858,-3.744511,0.964746
20121023,31.768,31.073,0.022121,0.134,0.0019,0.8626,1.0,0.1156,-3.749452,0.965492
20121030,32.011,31.1376,0.027664,0.1618,0.0023,0.8718,1.0,0.1411,-3.755825,0.966453
20121106,32.019,31.2184,0.025321,0.1495,0.0021,0.8815,1.0,0.1318,-3.761819,0.967358
20121113,32.478,31.4196,0.03313,0.1889,0.0027,0.8914,1.0,0.1684,-3.769923,0.968581
20121120,32.923,31.4337,0.046292,0.2557,0.0036,0.9019,1.0,0.2307,-3.781435,0.970317
20121127,33.982,31.8154,0.06588,0.3555,0.005,0.9127,1.0,0.3244,-3.798122,0.972834
20121204,32.734,31.0308,0.053433,0.2906,0.0041,0.9238,1.0,0.2684,-3.810761,0.974742
20121211,32.941,31.3256,0.050283,0.2736,0.0039,0.9338,1.0,0.2555,-3.82273,0.976549
20121218,31.595,30.6776,0.029466,0.1655,0.0023,0.944,1.0,0.1562,-3.829486,0.977569
20121225,29.839,30.5067,-0.02213,-0.1017,-0.0014,0.9535,1.0,-0.097,-3.824356,0.976794
20130101,30.173,30.7787,-0.019877,-0.0898,-0.0013,0.963,1.0,-0.0865,-3.819552,0.976068
20130108,30.415,30.5224,-0.003524,-0.0046,-0.0001,0.9732,1.0,-0.0045,-3.818689,0.975938
20130115,31.498,30.9117,0.018788,0.1116,0.0016,0.9833,1.0,0.1097,-3.823539,0.97667
20130122,32.147,31.0986,0.033155,0.1863,0.0026,0.9943,1.0,0.1853,-3.832378,0.978005
20130129,31.159,30.5548,0.019582,0.1148,0.0016,1.0058,1.0,0.1155,-3.837483,0.978776
20130205,31.859,30.7844,0.034313,0.1918,0.0027,1.0167,1.0,0.195,-3.846737,0.980174
20130212,31.004,30.3907,0.019978,0.116,0.0016,1.0282,1.0,0.1193,-3.852022,0.980973
20130219,29.413,29.5937,-0.006126,-0.0218,-0.0003,1.0391,1.0,-0.0226,-3.850445,0.980734
20130226,29.256,29.7982,-0.018362,-0.0863,-0.0012,1.0491,1.0,-0.0905,-3.845509,0.979987
20130305,28.563,29.047,-0.016804,-0.0779,-0.0011,1.0598,1.0,-0.0825,-3.841106,0.979319
20130312,29.131,29.3373,-0.007057,-0.026,-0.0004,1.0696,1.0,-0.0278,-3.839174,0.979027
20130319,28.81,29.6879,-0.030017,-0.148,-0.0021,1.0802,1.0,-0.1598,-3.830521,0.977717
20130326,28.644,29.3787,-0.025327,-0.1227,-0.0017,1.0915,1.0,-0.1339,-3.823338,0.976629
20130402,27.217,28.9821,-0.062837,-0.3227,-0.0045,1.1024,1.0,-0.3557,-3.805805,0.973971
20130409,27.866,29.1217,-0.044075,-0.2215,-0.0031,1.1128,1.0,-0.2465,-3.794359,0.972237
20130416,23.622,25.5219,-0.077357,-0.3994,-0.0056,1.1225,1.0,-0.4484,-3.780147,0.97005
20130423,22.813,25.8693,-0.125725,-0.6582,-0.0093,1.1271,1.0,-0.7419,-3.758783,0.96677
20130430,24.144,26.9325,-0.109299,-0.5678,-0.008,1.1315,1.0,-0.6425,-3.74347,0.964433
20130507,23.771,26.4772,-0.107817,-0.5581,-0.0079,1.1355,1.0,-0.6338,-3.731205,0.962558
20130514,23.355,26.0136,-0.107808,-0.5565,-0.0078,1.1385,1.0,-0.6336,-3.720943,0.960985
20130521,22.442,25.1609,-0.114358,-0.5903,-0.0083,1.1408,1.0,-0.6734,-3.712115,0.959625
20130528,22.18,25.1584,-0.126,-0.6515,-0.0092,1.1422,1.0,-0.7442,-3.703391,0.95828
20130604,22.4,25.4477,-0.127563,-0.658,-0.0093,1.1435,1.0,-0.7524,-3.695281,0.957034
20130611,21.645,25.0741,-0.147061,-0.7617,-0.0107,1.1447,1.0,-0.872,-3.687268,0.955799
20130618,21.676,24.8703,-0.13747,-0.7071,-0.01,1.1456,1.0,-0.81,-3.6809,0.954816
20130625,19.526,23.2558,-0.174806,-0.9077,-0.0128,1.1462,1.0,-1.0404,-3.675202,0.953921
20130702,19.298,22.6966,-0.162212,-0.8357,-0.0118,1.1462,1.0,-0.958,-3.671162,0.95328
20130709,19.125,22.7247,-0.172456,-0.8885,-0.0125,1.1461,1.0,-1.0183,-3.667263,0.952663
20130716,19.923,23.4924,-0.164803,-0.8435,-0.0119,1.1459,1.0,-0.9666,-3.663361,0.952052
20130723,20.246,24.248,-0.180375,-0.9253,-0.013,1.1458,1.0,-1.0602,-3.658882,0.951358
20130730,19.666,24.0436,-0.200979,-1.0339,-0.0146,1.1459,1.0,-1.1847,-3.654473,0.950673
20130806,19.515,23.3267,-0.178414,-0.9065,-0.0128,1.1458,1.0,-1.0387,-3.651377,0.950187
20130813,21.336,23.9735,-0.116553,-0.566,-0.008,1.1456,1.0,-0.6484,-3.649249,0.949856
20130820,23.066,24.8609,-0.074938,-0.3374,-0.0048,1.1454,1.0,-0.3864,-3.647672,0.949613
20130827,24.649,25.6723,-0.040677,-0.1493,-0.0021,1.1454,1.0,-0.171,-3.646684,0.949462
20130903,24.382,25.5219,-0.045692,-0.1765,-0.0025,1.1455,1.0,-0.2021,-3.645534,0.949285
20130910,22.966,24.6961,-0.072631,-0.324,-0.0046,1.1456,1.0,-0.3711,-3.64381,0.949019
20130917,21.735,23.7524,-0.088758,-0.4119,-0.0058,1.1456,1.0,-0.4719,-3.641923,0.948725
20130924,21.539,23.8588,-0.10229,-0.4855,-0.0068,1.1455,1.0,-0.5561,-3.639654,0.948372
20131001,21.124,23.3365,-0.099608,-0.4695,-0.0066,1.1454,1.0,-0.5377,-3.637618,0.948053
20131008,22.397,23.9872,-0.068594,-0.297,-0.0042,1.1452,1.0,-0.3401,-3.636024,0.947805
20131015,21.146,23.1029,-0.08851,-0.4066,-0.0057,1.1452,1.0,-0.4656,-3.634205,0.947519
20131022,22.754,24.2909,-0.065361,-0.2773,-0.0039,1.145,1.0,-0.3175,-3.632515,0.947258
20131029,22.452,24.3324,-0.08043,-0.3604,-0.0051,1.145,1.0,-0.4126,-3.630341,0.946921
20131105,21.614,23.6888,-0.091663,-0.4221,-0.0059,1.1451,1.0,-0.4833,-3.628054,0.946564
20131112,20.768,23.0495,-0.104232,-0.4911,-0.0069,1.145,1.0,-0.5624,-3.625717,0.946197
20131119,20.326,23.0823,-0.127164,-0.6179,-0.0087,1.1449,1.0,-0.7075,-3.622844,0.945745
20131126,19.846,22.5253,-0.126636,-0.6133,-0.0086,1.1447,1.0,-0.7021,-3.620379,0.945354
20131203,19.011,22.18,-0.154174,-0.7658,-0.0108,1.1445,1.0,-0.8764,-3.61769,0.944923
20131210,20.256,22.8692,-0.121338,-0.5795,-0.0082,1.1442,1.0,-0.6631,-3.615345,0.944553
20131217,19.792,22.3283,-0.120577,-0.5738,-0.0081,1.144,1.0,-0.6564,-3.613312,0.944229
20131224,19.453,21.8751,-0.117349,-0.5542,-0.0078,1.1437,1.0,-0.6338,-3.611575,0.943949
20131231,19.339,21.8148,-0.120466,-0.5703,-0.008,1.1433,1.0,-0.6521,-3.609831,0.943667
20140107,19.765,22.2799,-0.119772,-0.565,-0.008,1.1429,1.0,-0.6457,-3.60788,0.943356
20140114,20.251,22.544,-0.107264,-0.4931,-0.0069,1.1426,1.0,-0.5634,-3.60603,0.943063
20140121,19.838,22.489,-0.125429,-0.5944,-0.0084,1.1423,1.0,-0.679,-3.603881,0.942722
20140128,19.483,22.6311,-0.149784,-0.7306,-0.0103,1.142,1.0,-0.8343,-3.601263,0.942307
20140204,19.402,22.6354,-0.15414,-0.7531,-0.0106,1.1417,1.0,-0.8598,-3.598677,0.941898
20140211,20.143,23.2812,-0.144788,-0.6979,-0.0098,1.1415,1.0,-0.7967,-3.596014,0.941481
20140218,21.891,23.8609,-0.086165,-0.3638,-0.0051,1.1412,1.0,-0.4152,-3.594302,0.941216
20140225,21.96,24.1662,-0.095732,-0.4174,-0.0059,1.1411,1.0,-0.4762,-3.592242,0.940897
20140304,21.188,24.0725,-0.127633,-0.5978,-0.0084,1.141,1.0,-0.6821,-3.589481,0.940469
20140311,20.784,24.212,-0.152663,-0.7387,-0.0104,1.1409,1.0,-0.8428,-3.586139,0.939952
20140318,20.836,24.4138,-0.158467,-0.7697,-0.0108,1.1409,1.0,-0.8781,-3.582696,0.939421
20140325,19.955,23.6004,-0.167785,-0.8206,-0.0116,1.1408,1.0,-0.9361,-3.579645,0.938945
20140401,19.669,23.0544,-0.158811,-0.7669,-0.0108,1.1406,1.0,-0.8747,-3.577171,0.938557
20140408,20.042,23.5389,-0.160826,-0.7762,-0.0109,1.1403,1.0,-0.8851,-3.574509,0.938142
20140415,19.478,23.3847,-0.182798,-0.8994,-0.0127,1.1401,1.0,-1.0254,-3.571666,0.937698
20140422,19.351,23.0495,-0.174901,-0.8514,-0.012,1.1398,1.0,-0.9704,-3.569256,0.93732
20140429,19.488,23.3023,-0.178755,-0.8708,-0.0123,1.1395,1.0,-0.9922,-3.566767,0.936931
20140506,19.598,23.5025,-0.181678,-0.8847,-0.0125,1.1392,1.0,-1.0079,-3.564243,0.936538
20140513,19.504,23.2649,-0.176328,-0.8513,-0.012,1.1389,1.0,-0.9696,-3.561993,0.936186
20140520,19.367,23.257,-0.183034,-0.8871,-0.0125,1.1386,1.0,-1.01,-3.55973,0.935832
20140527,19.039,22.7611,-0.178565,-0.8587,-0.0121,1.1383,1.0,-0.9774,-3.557807,0.935529
20140603,18.732,22.4005,-0.178848,-0.8577,-0.0121,1.1379,1.0,-0.9759,-3.556083,0.935256
20140610,19.147,22.6562,-0.168288,-0.7945,-0.0112,1.1375,1.0,-0.9037,-3.5544,0.93499
20140617,19.721,22.8514,-0.147326,-0.672,-0.0095,1.1371,1.0,-0.7641,-3.552882,0.934751
20140624,21.038,23.6722,-0.117973,-0.5018,-0.0071,1.1367,1.0,-0.5704,-3.551446,0.934528
20140701,21.067,23.7604,-0.120311,-0.5141,-0.0072,1.1364,1.0,-0.5842,-3.549921,0.934291
20140708,20.967,23.5821,-0.117537,-0.497,-0.007,1.1361,1.0,-0.5647,-3.548446,0.934062
20140715,20.842,23.2582,-0.109688,-0.4507,-0.0063,1.1358,1.0,-0.5119,-3.547121,0.933855
20140722,20.965,23.4085,-0.110246,-0.453,-0.0064,1.1354,1.0,-0.5144,-3.545712,0.933635
20140729,20.546,23.2741,-0.124675,-0.5355,-0.0075,1.1351,1.0,-0.6078,-3.544119,0.933386
20140805,19.794,23.0303,-0.151433,-0.6891,-0.0097,1.1348,1.0,-0.782,-3.54225,0.933093
20140812,19.87,23.4398,-0.165223,-0.7673,-0.0108,1.1344,1.0,-0.8704,-3.540053,0.932751
20140819,19.387,23.2048,-0.179757,-0.8494,-0.012,1.1341,1.0,-0.9634,-3.537814,0.932401
20140826,19.37,23.0098,-0.172194,-0.8031,-0.0113,1.1338,1.0,-0.9106,-3.535818,0.932088
20140902,19.071,22.6683,-0.172798,-0.8044,-0.0113,1.1334,1.0,-0.9117,-3.534,0.931801
20140909,18.844,22.3805,-0.171997,-0.7975,-0.0112,1.1331,1.0,-0.9036,-3.532344,0.931538
20140916,18.656,22.1817,-0.173099,-0.8017,-0.0113,1.1326,1.0,-0.908,-3.530789,0.931291
20140923,17.713,21.9395,-0.213991,-1.0372,-0.0146,1.1322,1.0,-1.1743,-3.529021,0.931007
20140930,17.006,21.7584,-0.246435,-1.2222,-0.0172,1.1318,1.0,-1.3832,-3.527193,0.930712
20141007,17.191,21.7728,-0.236274,-1.1581,-0.0163,1.1313,1.0,-1.3102,-3.525573,0.930451
20141014,17.353,22.1335,-0.243328,-1.1946,-0.0168,1.1308,1.0,-1.3509,-3.523833,0.930174
20141021,17.504,22.4185,-0.247458,-1.2138,-0.0171,1.1304,1.0,-1.372,-3.522042,0.92989
20141028,17.185,22.0499,-0.249271,-1.2194,-0.0172,1.1299,1.0,-1.3778,-3.520495,0.929643
20141104,15.927,21.013,-0.277125,-1.3757,-0.0194,1.1294,1.0,-1.5538,-3.51934,0.929451
20141111,15.664,20.9319,-0.289907,-1.4431,-0.0203,1.1289,1.0,-1.6292,-3.518252,0.92927
20141118,16.17,21.4942,-0.284626,-1.4054,-0.0198,1.1284,1.0,-1.5859,-3.517025,0.929071
20141125,16.554,21.4969,-0.261281,-1.2641,-0.0178,1.1279,1.0,-1.4258,-3.515963,0.928898
20141202,16.408,21.5285,-0.271607,-1.3183,-0.0186,1.1274,1.0,-1.4862,-3.514886,0.928723
20141209,17.081,22.0629,-0.255931,-1.2223,-0.0172,1.1268,1.0,-1.3774,-3.513741,0.928541
20141216,15.715,21.4334,-0.310335,-1.5301,-0.0216,1.1263,1.0,-1.7234,-3.512624,0.928359
20141223,15.73,21.163,-0.296684,-1.4436,-0.0203,1.1258,1.0,-1.6253,-3.511711,0.928208
20141230,16.24,21.5314,-0.282035,-1.3527,-0.0191,1.1253,1.0,-1.5222,-3.510765,0.928055
20150106,16.603,21.8461,-0.274441,-1.3032,-0.0184,1.1248,1.0,-1.4658,-3.509781,0.927897
20150113,17.125,22.0923,-0.254692,-1.1849,-0.0167,1.1243,1.0,-1.3321,-3.508823,0.927744
20150120,17.947,23.0823,-0.251644,-1.163,-0.0164,1.1238,1.0,-1.3069,-3.507641,0.92756
20150127,18.068,23.0377,-0.242989,-1.1093,-0.0156,1.1233,1.0,-1.2461,-3.506519,0.927384
20150203,17.305,22.5049,-0.262737,-1.218,-0.0172,1.1228,1.0,-1.3676,-3.505443,0.927214
20150210,16.857,22.036,-0.267912,-1.2428,-0.0175,1.1223,1.0,-1.3948,-3.504482,0.927061
20150217,16.362,21.6431,-0.279726,-1.3051,-0.0184,1.1218,1.0,-1.4641,-3.503601,0.926919
20150224,16.182,21.4543,-0.282027,-1.3127,-0.0185,1.1213,1.0,-1.4719,-3.502783,0.926786
20150303,16.258,21.5696,-0.282698,-1.311,-0.0185,1.1208,1.0,-1.4693,-3.501946,0.92665
20150310,15.613,20.8372,-0.288637,-1.3392,-0.0189,1.1202,1.0,-1.5002,-3.501309,0.926544
20150317,15.562,20.6384,-0.282322,-1.2977,-0.0183,1.1197,1.0,-1.453,-3.500752,0.926449
20150324,16.963,21.3578,-0.230381,-0.9983,-0.0141,1.1191,1.0,-1.1172,-3.500149,0.926351
20150331,16.581,21.213,-0.246355,-1.0856,-0.0153,1.1186,1.0,-1.2144,-3.499531,0.92625
20150407,16.825,21.6671,-0.252931,-1.1193,-0.0158,1.1181,1.0,-1.2514,-3.498787,0.92613
20150414,16.151,21.3696,-0.279989,-1.2685,-0.0179,1.1176,1.0,-1.4176,-3.498041,0.926008
20150421,16.002,21.5347,-0.29695,-1.3594,-0.0191,1.117,1.0,-1.5185,-3.497215,0.925875
20150428,16.587,21.7159,-0.269427,-1.1981,-0.0169,1.1165,1.0,-1.3377,-3.496437,0.925749
20150505,16.557,21.3689,-0.255128,-1.1131,-0.0157,1.116,1.0,-1.2422,-3.495783,0.925643
20150512,16.51,21.3568,-0.257404,-1.1222,-0.0158,1.1155,1.0,-1.2517,-3.495125,0.925536
20150519,17.05,21.5915,-0.23615,-0.9985,-0.0141,1.1149,1.0,-1.1133,-3.494471,0.92543
20150526,16.734,21.2631,-0.239532,-1.0146,-0.0143,1.1144,1.0,-1.1307,-3.493872,0.925332
20150602,16.783,21.3754,-0.241876,-1.0248,-0.0144,1.1139,1.0,-1.1415,-3.493237,0.925229
20150609,15.949,21.095,-0.27964,-1.2345,-0.0174,1.1134,1.0,-1.3745,-3.492569,0.925119
20150616,15.958,21.1457,-0.281477,-1.2403,-0.0175,1.1128,1.0,-1.3802,-3.491892,0.925007
20150623,15.732,21.0721,-0.292255,-1.2963,-0.0183,1.1123,1.0,-1.4418,-3.491217,0.924896
20150630,15.551,20.9919,-0.300011,-1.3348,-0.0188,1.1118,1.0,-1.484,-3.490555,0.924787
20150707,14.95,20.6729,-0.324111,-1.4647,-0.0206,1.1112,1.0,-1.6276,-3.489946,0.924684
20150714,15.295,20.6854,-0.301903,-1.3334,-0.0188,1.1107,1.0,-1.481,-3.489391,0.92459
20150721,14.769,19.8545,-0.295899,-1.2944,-0.0182,1.1102,1.0,-1.437,-3.48907,0.924531
20150728,14.631,19.7345,-0.299224,-1.308,-0.0184,1.1096,1.0,-1.4513,-3.48878,0.924476
20150804,14.55,19.6394,-0.299948,-1.3069,-0.0184,1.1091,1.0,-1.4494,-3.488517,0.924426
20150811,15.281,19.9188,-0.265052,-1.1069,-0.0156,1.1085,1.0,-1.227,-3.488224,0.924372
20150818,14.787,20.075,-0.305727,-1.3304,-0.0187,1.108,1.0,-1.474,-3.487843,0.924304
20150825,14.61,20.4233,-0.334969,-1.4882,-0.021,1.1074,1.0,-1.648,-3.487334,0.924217
20150901,14.613,20.4294,-0.335064,-1.4819,-0.0209,1.1069,1.0,-1.6402,-3.486837,0.924132
20150908,14.75,20.1237,-0.310656,-1.3395,-0.0189,1.1063,1.0,-1.4819,-3.486462,0.924065
20150915,14.319,19.8296,-0.32559,-1.417,-0.02,1.1058,1.0,-1.5669,-3.486148,0.924007
20150922,14.75,20.1963,-0.314258,-1.3482,-0.019,1.1052,1.0,-1.49,-3.485761,0.92394
20150929,14.569,20.2293,-0.328238,-1.4202,-0.02,1.1047,1.0,-1.5689,-3.485353,0.923868
20151006,15.979,20.5539,-0.251774,-0.9914,-0.014,1.1041,1.0,-1.0947,-3.484984,0.923805
20151013,15.897,20.8668,-0.272027,-1.1006,-0.0155,1.1036,1.0,-1.2147,-3.484515,0.923728
20151020,15.905,21.0667,-0.281058,-1.1471,-0.0162,1.1031,1.0,-1.2654,-3.483985,0.92364
20151027,15.858,20.8798,-0.275107,-1.1105,-0.0156,1.1025,1.0,-1.2244,-3.483502,0.92356
20151103,15.244,20.0073,-0.271909,-1.0894,-0.0153,1.102,1.0,-1.2005,-3.483204,0.923507
20151110,14.356,19.5742,-0.310045,-1.2966,-0.0183,1.1015,1.0,-1.4282,-3.482967,0.92346
20151117,14.17,19.2484,-0.306301,-1.2711,-0.0179,1.1009,1.0,-1.3994,-3.482816,0.923427
20151124,14.169,19.3399,-0.311116,-1.2931,-0.0182,1.1004,1.0,-1.4228,-3.482639,0.92339
20151201,14.055,19.1637,-0.310041,-1.2824,-0.0181,1.0998,1.0,-1.4104,-3.482509,0.923359
20151208,14.091,19.37,-0.318187,-1.3225,-0.0186,1.0993,1.0,-1.4538,-3.482323,0.92332
20151215,13.74,19.1456,-0.33176,-1.3921,-0.0196,1.0987,1.0,-1.5295,-3.48219,0.923289
20151222,14.302,19.3417,-0.301865,-1.2224,-0.0172,1.0982,1.0,-1.3424,-3.482024,0.923254
20151229,13.917,19.3851,-0.331392,-1.3802,-0.0194,1.0976,1.0,-1.515,-3.481831,0.923214
20160105,13.949,19.3984,-0.32978,-1.3659,-0.0192,1.0971,1.0,-1.4985,-3.481639,0.923174
20160112,13.74,19.5162,-0.350936,-1.4764,-0.0208,1.0965,1.0,-1.6189,-3.481405,0.923128
20160119,14.11,19.5859,-0.327924,-1.3443,-0.0189,1.096,1.0,-1.4733,-3.481174,0.923084
20160126,14.544,20.1111,-0.324095,-1.3183,-0.0186,1.0954,1.0,-1.4441,-3.480827,0.923022
20160202,14.276,20.2021,-0.347207,-1.4395,-0.0203,1.0949,1.0,-1.576,-3.480436,0.922954
20160209,15.444,21.3783,-0.325158,-1.3135,-0.0185,1.0944,1.0,-1.4374,-3.479823,0.922855
20160216,15.329,21.5277,-0.339596,-1.3872,-0.0195,1.0938,1.0,-1.5174,-3.479154,0.922747
20160223,15.235,21.7623,-0.356586,-1.4741,-0.0208,1.0933,1.0,-1.6116,-3.478406,0.922627
20160301,14.733,21.8915,-0.396007,-1.6816,-0.0237,1.0928,1.0,-1.8377,-3.477559,0.922492
20160308,15.384,22.4103,-0.376195,-1.5659,-0.0221,1.0923,1.0,-1.7104,-3.476668,0.922351
20160315,15.255,21.8882,-0.361041,-1.4769,-0.0208,1.0918,1.0,-1.6124,-3.475937,0.922235
20160322,15.877,22.1779,-0.334224,-1.3261,-0.0187,1.0912,1.0,-1.4471,-3.475215,0.92212
20160329,15.237,21.9693,-0.36592,-1.492,-0.021,1.0907,1.0,-1.6274,-3.474469,0.922001
20160405,15.114,21.8491,-0.368537,-1.4998,-0.0211,1.0902,1.0,-1.6351,-3.473752,0.921887
20160412,16.22,22.3547,-0.320792,-1.2371,-0.0174,1.0897,1.0,-1.348,-3.473049,0.921776
20160419,16.968,22.248,-0.270923,-0.9654,-0.0136,1.0892,1.0,-1.0515,-3.472468,0.921684
20160426,17.106,22.0695,-0.254769,-0.8763,-0.0123,1.0887,1.0,-0.954,-3.471935,0.921599
20160503,17.474,22.8609,-0.268713,-0.9491,-0.0134,1.0882,1.0,-1.0328,-3.471238,0.921491
20160510,17.075,22.4212,-0.272393,-0.9665,-0.0136,1.0877,1.0,-1.0512,-3.470587,0.921388
20160517,17.235,22.6203,-0.271908,-0.9615,-0.0135,1.0872,1.0,-1.0453,-3.469893,0.921279
20160524,16.238,21.845,-0.296616,-1.0917,-0.0154,1.0867,1.0,-1.1864,-3.469261,0.921178
20160531,15.972,21.6121,-0.302417,-1.1198,-0.0158,1.0861,1.0,-1.2163,-3.468655,0.921081
20160607,16.377,22.0948,-0.299464,-1.1007,-0.0155,1.0856,1.0,-1.195,-3.467961,0.920971
20160614,17.41,22.7656,-0.268205,-0.9299,-0.0131,1.0851,1.0,-1.009,-3.467227,0.920856
